zipcode,total_items,precipitation_rate,water_runoff,snow_depth,temperature,temperature_at_1500m,min_temperature,max_temperature,pressure,wind_gust_speed,total_cloud_cover,dew_point_temperature,relative_humidity,wind_speed,classification_ontime
78258,1919.0,0.0,0.0,0.0,21.63,14.52,15.66,27.9,98981.35,7.76,5.0,13.9,63.88,4.307590422657839,Delayed
75119,1186.0,0.0,0.08,0.0,1.35,2.86,-2.12,6.39,101486.5,2.85,37.2,-9.38,46.14,2.210939045372763,Delayed
77586,1234.0,0.0,1.02,0.0,13.81,13.64,10.63,16.76,101920.5,4.05,3.5,10.18,79.14,2.991215557573496,Delayed
30101,1908.0,0.0,7.96,0.0,14.69,9.77,9.09,21.13,98280.57,9.65,98.0,10.35,75.74,4.633044957050348,Delayed
35957,143.0,0.0,3.46,0.0,6.7,7.17,1.86,14.58,100216.25,8.17,0.0,-1.49,58.36,2.8980792897928667,On time
32327,694.0,0.0,2.74,0.0,17.65,11.98,14.07,22.65,102079.25,8.12,72.7,10.86,65.26,2.9472002858549864,Delayed
22473,246.0,0.0,0.61,0.0,5.96,5.92,4.47,12.51,102793.5,7.44,100.0,3.89,86.8,4.156918661168857,On time
98104,1671.0,0.0,2.75,0.0,4.99,-5.75,1.93,8.72,100205.25,7.82,89.7,0.06,72.14,3.8758195975708034,Delayed
77484,304.0,0.0,1.66,0.0,14.23,8.96,10.08,19.66,100894.0,7.83,11.5,8.26,67.77,4.282701336069911,On time
24590,216.0,0.0,1.69,0.0,1.51,-8.0,-2.09,7.05,99348.12,9.0,19.0,-7.1,54.89,3.4199723379659144,On time
1360,168.0,0.0,0.12,0.1,-16.75,-23.08,-20.27,-9.89,98785.12,14.2,26.5,-22.89,67.81,6.052238691586548,Delayed
43338,472.0,0.0,0.46,0.08,0.5,-1.17,-2.02,1.22,98181.82,11.75,98.2,-0.08,96.03,5.6127693159660055,Delayed
8882,241.0,0.0,6.68,0.0,4.26,-8.23,2.15,6.96,101741.0,9.91,75.2,-4.17,54.83,5.094813203054371,Delayed
62864,474.0,0.0,2.0,0.0,4.25,-0.87,-0.57,8.77,100667.0,4.32,70.5,-0.55,73.17,2.8969784413134256,Delayed
32534,266.0,0.0,3.74,0.0,9.29,7.59,4.42,13.9,102098.5,8.87,99.5,1.67,61.22,3.560511737279936,On time
11364,1273.0,0.0,0.0,0.0,9.95,6.31,5.98,12.88,100736.75,6.11,80.2,8.04,88.51,4.246808798550478,Delayed
13078,306.0,0.0,3.57,0.01,-0.77,-7.24,-2.74,2.05,97405.62,6.25,80.2,-2.0,91.54,3.5367875076154807,On time
73080,196.0,0.0,0.46,0.0,11.32,11.17,6.23,14.78,97675.32,2.44,94.2,10.68,96.0,1.9666783835967097,On time
17319,261.0,0.0,2.02,0.04,1.31,0.11,-1.84,4.66,99858.67,12.98,99.0,0.38,93.76,5.0179364873010055,On time
60430,667.0,0.0,4.75,0.0,12.1,8.38,3.13,17.04,98824.15,10.58,100.0,10.65,90.92,4.2486858245268975,Delayed
33446,726.0,0.0,0.0,0.0,23.63,12.55,22.32,24.45,102010.5,4.78,3.2,16.48,64.11,4.440395721994835,Delayed
29054,243.0,0.0,2.83,0.0,7.97,6.82,2.17,11.68,101144.0,4.01,99.2,5.14,83.18,2.0756840785674338,On time
40444,209.0,0.0,0.46,0.01,1.97,3.43,-2.9,5.16,98462.15,10.54,59.0,0.48,89.93,3.944544852392682,On time
14572,125.0,0.0,0.62,0.01,-6.51,-14.3,-9.36,-2.35,95549.25,10.22,99.5,-11.07,71.66,6.524519371011895,On time
92344,644.0,0.0,0.92,0.0,18.72,15.61,11.83,24.25,90582.37,3.09,46.7,-0.84,28.03,2.528846994721844,Delayed
97424,367.0,0.0,2.56,0.09,-1.26,-4.9,-7.74,3.7,94595.92,1.59,58.2,-2.94,89.31,1.0445047019102505,On time
97062,3284.0,0.0,3.67,0.0,7.63,1.3,5.95,11.14,100605.5,9.33,92.0,5.49,86.44,3.2312219187384894,Delayed
72764,1152.0,0.0,1.74,0.0,13.58,12.53,7.81,16.44,96751.87,14.36,88.2,12.0,90.15,5.8154392243286726,Delayed
49935,133.0,0.0,0.0,0.18,-16.28,-20.0,-19.3,-10.54,96975.35,5.96,19.0,-19.58,87.29,2.5983494931845885,On time
78954,119.0,0.0,0.43,0.0,3.0,4.71,-1.69,8.77,101582.5,3.1,45.0,-6.05,52.69,2.20270963337332,On time
81082,688.0,0.0,0.0,0.02,-4.91,-0.22,-8.53,1.5,77775.47,4.19,80.5,-7.78,82.35,3.156684752527376,Delayed
75227,411.0,0.0,0.03,0.0,9.42,9.33,4.37,13.6,100033.45,9.8,73.7,6.4,81.68,4.504305917479559,On time
90242,809.0,0.0,1.37,0.0,21.77,13.48,16.95,27.15,100431.25,1.89,4.7,3.13,30.6,2.0358575461283266,Delayed
31021,379.0,0.0,2.81,0.0,15.44,9.67,13.68,18.82,101292.5,2.77,75.0,13.87,90.47,1.6423222555562735,Delayed
49201,1159.0,0.0,2.25,0.0,5.15,3.05,-1.33,9.43,99158.02,14.07,52.7,-0.02,70.02,7.118715634245343,Delayed
37388,435.0,0.0,1.1,0.0,7.01,1.01,2.51,11.68,98521.22,5.84,46.2,2.09,72.52,3.201581188901939,Delayed
12053,104.0,0.0,3.85,0.0,3.35,-3.93,0.9,7.1,99261.32,11.32,99.5,-0.31,77.23,4.086799993080974,Delayed
19103,4005.0,0.0,4.01,0.0,8.56,7.14,3.59,11.38,101347.25,5.5,96.0,4.91,79.41,2.414438143932544,Delayed
17516,181.0,0.0,2.53,0.0,-0.71,-10.87,-3.66,4.14,99245.4,12.31,55.5,-8.11,58.0,6.420789419689758,On time
12183,132.0,0.0,4.98,0.04,-2.69,-8.77,-6.18,1.13,98709.55,4.85,44.0,-4.79,86.25,2.730605969399269,On time
30165,962.0,0.0,0.72,0.0,2.5,3.07,-2.42,10.78,99770.52,3.75,22.0,-4.87,61.1,2.6949179137645247,Delayed
41015,507.0,0.0,2.0,0.0,1.0,-2.11,-2.74,5.25,99288.92,5.67,51.5,-10.01,45.65,2.5945935093501804,Delayed
98070,1084.0,0.0,2.8,0.0,9.88,2.86,1.36,16.8,99601.22,2.78,70.0,1.96,61.99,1.4723150118383586,Delayed
63830,102.0,0.0,2.04,0.0,13.36,10.95,7.7,16.34,101173.0,10.34,98.7,12.12,92.03,4.851128683322566,On time
57107,133.0,0.0,0.0,0.12,-10.67,-8.31,-15.02,-7.69,97582.65,4.24,96.7,-12.31,92.83,2.611233919587116,On time
65807,848.0,0.0,5.53,0.0,10.72,7.38,9.03,12.55,96161.87,10.08,100.0,9.83,94.38,5.310015966469608,Delayed
29906,416.0,0.0,1.77,0.0,12.22,7.82,5.38,15.24,101550.0,8.56,89.7,11.65,96.41,2.480966235590353,On time
98589,195.0,0.0,12.89,0.0,8.05,3.81,6.34,10.07,100234.1,9.14,99.5,6.4,89.78,3.064597724738052,On time
76020,916.0,0.0,1.57,0.0,16.32,11.8,10.45,22.05,98585.85,14.05,63.0,10.95,70.97,8.436542126563538,Delayed
51401,439.0,0.0,0.0,0.0,-1.33,0.95,-6.82,2.54,96687.6,14.46,80.0,-8.68,58.13,6.8679729708854085,On time
91390,1455.0,0.0,0.24,0.0,17.33,12.56,10.53,24.35,94576.4,4.4,0.7,0.06,33.58,3.3298140947192056,Delayed
95003,3099.0,0.0,0.68,0.0,11.72,8.12,9.48,14.79,100453.25,5.66,50.5,8.6,81.79,2.4683311850411567,Delayed
90804,1059.0,0.0,0.93,0.0,11.94,1.15,11.05,13.45,100491.0,3.33,83.7,6.15,68.62,2.3791776079011284,Delayed
56425,315.0,0.0,0.0,0.05,-15.7,-17.34,-17.29,-13.46,98496.47,4.52,49.5,-19.5,82.1,2.6011855602585814,On time
4450,113.0,0.0,0.16,0.23,-6.59,-8.84,-12.88,-2.85,99002.62,9.05,100.0,-8.28,89.87,4.219681808466518,Delayed
68135,1567.0,0.0,0.0,0.0,-7.55,-6.18,-11.38,-3.41,99334.72,5.66,24.7,-14.82,58.56,3.329439520206952,Delayed
70445,215.0,0.0,0.28,0.0,8.72,6.9,3.5,16.58,102735.0,3.34,42.2,1.2,62.16,1.7920725899376235,Delayed
75704,115.0,0.0,1.48,0.0,2.35,3.52,-1.66,8.42,100522.75,5.53,0.0,-8.34,45.64,3.416229783763093,On time
30019,1735.0,0.0,5.88,0.0,6.14,-2.13,1.96,11.64,98060.82,8.83,19.2,-3.49,52.32,4.474487877679649,Delayed
30905,264.0,0.0,2.85,0.0,15.06,10.26,12.77,16.65,99580.95,8.21,95.7,13.01,87.72,3.7527662129183934,On time
6371,522.0,0.0,1.37,0.0,9.51,3.36,1.29,16.95,99733.52,12.77,73.5,6.27,80.26,4.900570703999123,Delayed
50401,589.0,0.0,0.2,0.0,-7.37,-8.43,-14.65,-2.5,98553.95,9.49,37.5,-18.67,42.36,4.580820755764373,On time
77489,548.0,0.0,0.28,0.0,16.74,11.19,12.55,20.6,101996.25,8.44,38.2,11.61,71.81,4.36615802406749,Delayed
74346,110.0,0.0,0.09,0.0,14.74,9.14,6.6,20.49,98594.62,13.11,99.7,11.39,80.54,6.923201395627194,On time
73012,2109.0,0.0,0.84,0.0,9.89,5.93,5.39,15.98,97496.57,5.41,25.5,6.17,78.53,3.8035924179767706,Delayed
32304,1120.0,0.0,2.22,0.0,12.31,9.66,5.62,20.68,101713.75,2.53,17.2,7.36,73.73,1.5648489797162566,Delayed
13501,332.0,0.0,4.63,0.0,2.46,-4.08,-0.79,6.71,98125.75,8.54,97.0,-0.64,80.48,4.281042022701647,On time
78717,2315.0,0.0,0.04,0.0,12.08,10.55,10.02,13.18,99451.55,4.06,99.5,10.72,91.46,2.440528078953049,Delayed
92692,2611.0,0.0,0.79,0.0,16.09,12.52,11.87,21.69,97745.3,1.42,91.0,5.06,51.63,1.160752001375254,Delayed
62711,1108.0,0.0,2.88,0.0,8.42,5.56,6.69,12.55,99164.0,3.85,95.5,5.03,79.63,2.7743851262792707,Delayed
60115,1327.0,0.0,0.21,0.01,-3.07,-8.08,-5.53,3.45,98432.5,10.59,68.0,-7.03,74.57,6.598379637501645,Delayed
78025,131.0,0.0,0.0,0.0,16.22,11.61,10.08,22.65,96189.97,8.87,0.0,9.54,67.58,5.348489128590619,On time
2150,827.0,0.0,3.87,0.01,3.77,-2.85,0.31,7.12,99782.52,21.23,100.0,0.83,81.19,11.096372011887796,Delayed
1860,183.0,0.0,0.68,0.01,0.16,-2.28,-2.87,3.78,102382.0,6.31,61.7,-2.98,79.97,2.885741307495603,On time
30725,123.0,0.0,2.08,0.0,-2.22,-9.25,-4.96,1.03,98270.75,7.89,85.0,-7.11,69.85,4.0645698975918885,Delayed
22601,1079.0,0.0,0.24,0.0,-0.07,1.25,-6.35,2.97,99141.82,5.27,94.5,-6.08,66.1,2.5312582527505016,Delayed
24739,272.0,0.0,1.0,0.01,2.61,2.57,-2.82,10.78,94278.05,2.34,57.7,-1.31,77.46,1.5241783098634212,Delayed
38103,625.0,0.0,3.17,0.0,10.7,8.53,9.63,12.49,100445.5,3.23,100.0,10.24,96.95,1.6803076429656052,Delayed
72118,308.0,0.0,19.47,0.0,16.0,9.49,8.23,20.51,99729.67,13.27,75.0,13.74,86.54,4.411439625894358,Delayed
98444,271.0,0.0,7.7,0.0,3.97,7.38,0.75,8.93,101273.25,0.85,44.5,1.04,81.31,0.5113400299581483,On time
93463,317.0,0.0,0.26,0.0,19.41,14.49,14.77,25.61,97855.25,2.41,0.0,3.96,37.46,1.7770063516074572,On time
28462,137.0,0.0,2.05,0.0,10.4,2.72,4.74,16.49,101488.0,8.24,19.5,5.69,73.45,3.880091719577806,On time
70445,198.0,0.0,0.16,0.0,15.04,12.02,13.33,17.54,101690.0,2.63,96.7,13.53,90.76,1.1851571104864338,Delayed
60565,2134.0,0.0,1.7,0.0,8.65,3.86,6.39,12.55,98742.0,4.62,88.5,4.73,76.63,2.8808592239029567,Delayed
5346,155.0,0.0,0.08,0.06,-7.32,-10.55,-14.56,-1.23,98411.57,2.86,1.0,-10.88,79.02,1.7103434634517831,Delayed
34237,344.0,0.0,0.94,0.0,23.2,13.96,20.11,27.97,101905.25,7.33,81.2,19.09,79.05,3.9988132658801394,Delayed
60053,597.0,0.0,0.77,0.25,-8.15,-8.84,-11.37,-4.43,99688.65,5.31,100.0,-9.16,95.3,2.53428521584775,Delayed
68046,603.0,0.0,0.0,0.08,-13.76,-7.44,-23.37,-8.98,98901.45,8.88,31.2,-17.16,83.21,4.20640905320896,Delayed
35633,303.0,0.0,5.21,0.0,12.18,9.73,4.08,19.19,100369.25,3.11,36.5,10.26,88.73,2.073538983029336,Delayed
33434,1173.0,0.0,0.0,0.0,23.37,14.07,20.54,25.7,101456.5,8.93,3.2,19.28,78.04,6.251093828506082,Delayed
32119,688.0,0.0,1.63,0.0,20.79,12.55,15.19,28.0,101185.75,9.58,17.0,15.76,74.76,4.509398807654786,Delayed
78736,681.0,0.0,0.62,0.01,-0.35,3.4,-2.22,11.42,100145.92,12.79,99.7,-2.58,85.02,8.006694069240702,Delayed
95819,1336.0,0.0,2.14,0.0,16.27,12.96,8.73,23.65,102125.0,3.02,19.2,8.91,62.46,1.8931196243553343,Delayed
68028,515.0,0.0,0.0,0.06,-9.46,0.27,-16.44,-3.18,98264.92,9.04,89.7,-11.44,90.27,4.090269034996485,Delayed
75142,431.0,0.0,1.15,0.0,12.86,4.33,9.75,17.76,100554.5,6.75,7.7,-0.3,40.71,3.8558174102950153,On time
64744,129.0,0.0,0.35,0.0,10.1,11.72,6.12,15.6,97754.8,14.29,62.2,7.28,83.01,6.3433555120976255,On time
75840,184.0,0.0,2.68,0.0,21.67,13.27,16.29,26.95,99779.32,9.85,66.5,17.96,80.8,4.636164130967579,On time
92509,1392.0,0.0,0.16,0.0,22.19,14.62,18.69,26.92,98667.2,1.58,58.2,-9.63,11.33,1.2012077739824307,Delayed
12561,613.0,0.0,0.65,0.05,0.46,6.38,-5.06,6.24,99880.07,8.04,59.0,-1.94,84.58,3.166854084625344,Delayed
40217,464.0,0.0,1.49,0.0,4.33,2.77,-0.71,10.97,100270.0,4.01,89.5,0.61,77.93,2.2750951447455616,On time
94062,2543.0,0.0,1.98,0.0,14.08,13.69,12.41,16.7,100388.75,6.71,4.0,8.16,67.78,4.514667181210187,Delayed
35769,268.0,0.0,2.64,0.0,17.15,11.71,13.17,19.65,97538.0,13.05,100.0,15.63,90.96,5.670421385674452,On time
76248,1901.0,0.0,0.66,0.0,16.43,6.78,11.4,21.07,99192.6,13.5,40.0,1.84,43.58,6.632589269423631,Delayed
7514,219.0,0.0,1.23,0.01,-12.96,-24.75,-14.66,-11.09,101047.5,13.38,2.2,-22.94,46.76,6.505799100484598,Delayed
97064,158.0,0.0,3.24,0.0,4.11,-3.12,0.43,8.02,99715.85,5.91,62.7,1.82,85.9,2.628392617149451,On time
89433,598.0,0.0,0.42,0.0,4.39,7.84,1.67,6.62,80724.92,4.35,89.5,1.65,82.49,1.8741860981459573,Delayed
45440,736.0,0.0,0.44,0.08,-14.9,-15.28,-19.31,-10.61,99955.52,3.64,26.2,-17.67,88.72,2.100878664874992,Delayed
99026,562.0,0.0,0.14,0.04,0.62,-0.66,-0.08,2.16,92296.57,1.75,99.2,0.21,97.04,1.2418064262196855,Delayed
29376,132.0,0.0,1.46,0.0,8.17,5.89,2.36,13.71,99495.37,1.68,58.5,6.71,91.31,0.9614437300152452,On time
41042,1516.0,0.0,6.68,0.0,10.19,2.0,4.35,16.13,97554.92,14.35,99.0,6.46,78.4,7.118924063235843,Delayed
55321,113.0,0.0,0.01,0.12,-15.15,-17.51,-18.04,-11.54,99157.17,3.68,38.2,-17.62,91.21,2.787453996910201,On time
54843,172.0,0.0,0.16,0.07,-2.03,-0.07,-5.2,0.82,96360.55,3.61,100.0,-3.79,88.28,1.858037444074084,Delayed
70002,347.0,0.0,0.0,0.0,16.54,10.21,13.5,18.91,101857.0,7.5,54.2,14.34,87.18,5.132423384545331,On time
65738,459.0,0.0,1.83,0.0,2.0,-3.35,-1.44,6.64,98192.2,6.84,26.2,-1.6,77.97,3.988425165926973,Delayed
10603,444.0,0.0,1.93,0.0,5.64,-0.62,3.47,8.15,101536.5,4.51,100.0,4.34,91.47,1.6310324162664185,On time
32792,1573.0,0.0,1.13,0.0,18.87,7.9,14.99,22.34,102129.75,9.31,98.5,13.74,72.93,4.476726178721838,Delayed
11730,517.0,0.0,0.0,0.0,-0.75,-14.24,-5.4,3.05,102686.0,11.12,46.5,-8.33,56.87,9.516704124193463,Delayed
98101,2588.0,0.0,7.41,0.0,7.19,6.72,5.72,8.39,100596.25,3.93,99.2,5.02,86.42,2.184464935424673,Delayed
40507,332.0,0.0,0.32,0.0,8.32,7.59,2.04,11.69,98296.42,9.94,94.7,7.48,94.49,3.5942861633921246,Delayed
58103,1637.0,0.0,0.0,0.16,-5.03,-0.13,-7.73,-0.19,97324.9,6.59,57.7,-6.44,91.05,3.4621388842849887,Delayed
80443,196.0,0.0,0.49,0.08,-3.86,9.47,-6.7,1.25,67293.75,14.11,46.7,-9.25,67.52,3.632654154660377,On time
11418,714.0,0.0,0.0,0.0,1.82,-5.09,-1.39,4.11,102369.25,4.65,94.7,-4.52,65.77,3.528936128246733,Delayed
98418,312.0,0.0,2.62,0.0,5.66,-4.08,-0.14,10.6,101341.25,3.07,38.0,2.7,82.57,1.8929759009627287,On time
93060,687.0,0.0,0.2,0.0,16.26,14.54,11.7,21.83,90490.77,3.2,0.0,-7.0,19.66,2.628940609810167,Delayed
2468,410.0,0.0,0.21,0.0,2.49,-0.21,-0.05,4.23,102156.75,6.88,99.2,1.11,90.6,2.776482808406167,Delayed
98005,837.0,0.0,4.97,0.04,-0.74,-9.4,-4.99,4.34,98612.0,6.3,97.7,-2.55,87.81,2.7281733816032827,Delayed
20740,1799.0,0.0,0.52,0.0,3.74,6.03,-0.14,9.01,101193.0,2.41,18.5,-2.19,67.45,1.5976868579036814,Delayed
92354,1014.0,0.0,0.07,0.0,14.69,14.47,8.21,20.88,90122.47,1.88,48.0,-7.47,21.67,1.896715721023676,Delayed
20910,2645.0,0.0,2.38,0.0,7.21,-3.46,3.86,11.11,100891.5,14.47,65.5,-1.36,55.01,7.43937748130445,Delayed
91206,1131.0,0.0,0.84,0.0,16.77,7.8,14.66,20.04,100266.0,2.65,0.0,2.18,39.31,2.5304593177786843,Delayed
60548,389.0,0.0,2.46,0.0,1.12,-6.9,-2.79,5.74,99919.07,9.82,9.2,-4.2,68.45,5.2159413178451,On time
29150,902.0,0.0,1.08,0.0,6.49,-4.24,2.28,12.25,100772.5,6.35,20.0,-3.05,52.16,2.9527673882282075,Delayed
94515,475.0,0.0,1.69,0.0,13.52,6.1,10.3,17.64,98147.8,7.72,75.0,11.0,86.15,3.131469153139491,Delayed
60805,587.0,0.0,4.75,0.0,12.1,8.38,3.13,17.04,98824.15,10.58,100.0,10.65,90.92,4.2486858245268975,On time
2171,760.0,0.0,4.28,0.0,0.12,-6.79,-2.11,1.3,100822.0,11.33,94.5,-4.17,73.09,6.248443874150648,Delayed
76203,128.0,0.0,0.6,0.0,10.99,4.7,6.94,15.57,100897.25,3.82,0.0,-5.5,31.86,2.027252458211082,On time
8010,226.0,0.0,17.04,0.0,5.04,2.4,2.99,7.58,102785.0,6.16,94.5,-2.51,58.97,2.95421319610681,On time
27360,714.0,0.0,3.66,0.0,11.6,10.06,6.17,15.41,99589.85,6.31,98.0,10.85,95.16,2.3786580472558265,Delayed
89027,501.0,0.0,0.0,0.0,15.15,12.38,9.26,21.14,92523.35,3.21,2.5,-5.68,23.86,2.5090561097000297,On time
94572,357.0,0.0,0.0,0.0,12.52,4.12,10.78,14.99,101374.0,3.03,74.5,9.29,80.86,1.9817117622971967,Delayed
47150,1558.0,0.0,0.94,0.0,7.03,1.64,3.6,13.01,98003.3,17.15,80.0,4.46,83.7,7.598959596792962,Delayed
1940,484.0,0.0,0.17,0.0,-5.23,-10.82,-6.74,-3.23,102582.75,5.05,68.0,-10.34,68.11,3.1306951750403287,Delayed
77066,569.0,0.0,2.7,0.0,17.11,8.61,13.03,21.76,101160.25,7.9,8.2,6.51,50.12,4.523638914156606,Delayed
97231,152.0,0.0,6.03,0.0,10.33,5.55,7.83,14.49,101467.25,5.92,80.2,9.0,91.76,2.2789167300735853,Delayed
71953,482.0,0.0,1.44,0.04,-8.11,-7.15,-11.69,-2.97,99258.67,5.89,39.2,-13.9,65.9,2.7087448741558227,Delayed
85748,672.0,0.0,0.0,0.0,19.96,14.9,15.73,24.64,91344.2,5.77,61.0,3.5,35.85,4.715728600603835,On time
15332,409.0,0.0,1.95,0.0,3.48,-1.1,-1.07,9.34,99505.62,10.79,22.5,-3.33,62.74,4.4492822003703045,Delayed
13215,262.0,0.0,2.86,0.0,1.47,-5.64,-0.59,5.43,99088.8,3.76,49.2,-1.48,82.02,2.1406108225103995,Delayed
43515,226.0,0.0,6.62,0.0,1.71,0.65,-1.81,4.16,99164.75,10.27,94.2,-3.22,70.95,5.331841305917772,On time
68516,1427.0,0.0,0.0,0.04,-8.61,1.02,-15.85,-2.12,97904.92,9.22,91.0,-10.64,89.42,3.9347191114573534,Delayed
90043,1025.0,0.0,1.88,0.0,17.48,9.32,15.51,20.08,100265.75,4.18,81.2,10.15,63.54,3.086798043937447,Delayed
93015,330.0,0.0,0.24,0.0,11.32,10.95,5.46,17.77,90505.77,5.21,38.7,-5.36,31.36,3.8886575479762864,On time
53185,1249.0,0.0,0.39,0.02,-15.29,-20.3,-16.76,-13.14,100292.35,8.13,1.2,-20.51,72.26,4.018457031273759,Delayed
28786,612.0,0.0,4.1,0.01,0.4,3.3,-4.6,8.31,89640.15,2.13,0.0,-10.83,45.02,1.4692224400708649,Delayed
27571,240.0,0.0,1.32,0.0,6.3,-1.69,4.56,10.12,100455.5,7.04,76.2,3.63,83.2,3.729103724865425,On time
46814,494.0,0.0,5.7,0.0,9.48,8.46,3.05,16.16,97819.2,13.07,100.0,8.36,93.01,6.6868024786972455,On time
70510,695.0,0.0,1.13,0.0,1.61,3.94,-2.2,7.72,102781.25,4.08,20.5,-6.9,54.12,2.9105872889419566,Delayed
80120,1257.0,0.0,0.0,0.0,5.19,8.1,-1.49,13.77,81019.37,6.7,60.2,-5.93,49.71,3.859226913790101,Delayed
47462,115.0,0.0,1.44,0.0,7.32,7.68,0.45,13.21,99509.77,11.46,100.0,6.47,94.35,3.967039406179981,On time
68111,155.0,0.0,0.0,0.0,-0.93,-2.94,-5.82,3.25,97947.22,5.23,41.7,-6.8,65.56,2.7375408509259045,Delayed
45067,366.0,0.0,17.94,0.0,8.72,1.27,3.86,16.33,98410.92,11.33,42.0,3.52,70.09,5.740846516623509,On time
67217,983.0,0.0,0.08,0.0,-3.13,0.26,-7.51,3.53,97838.52,4.68,28.7,-11.18,55.67,2.944972096219483,Delayed
36345,219.0,0.0,0.08,0.0,10.92,2.26,6.39,16.51,101010.0,9.24,19.7,3.95,65.25,4.091283384652709,On time
30328,1621.0,0.0,5.8,0.0,17.74,10.34,14.59,22.25,97772.65,6.68,91.0,14.14,80.47,2.8916797949927626,Delayed
1605,592.0,0.0,1.64,0.07,-1.45,-7.8,-3.74,2.3,97335.07,11.38,49.2,-2.97,89.76,4.2265534300716885,Delayed
19460,1775.0,0.0,1.54,0.0,1.97,6.48,-1.88,7.16,100619.5,9.31,34.2,-2.47,73.93,3.116164243489853,Delayed
54562,108.0,0.0,0.0,0.18,-6.85,-11.0,-9.21,-4.57,94895.82,12.1,86.7,-9.13,85.95,5.020160053500403,On time
19036,293.0,0.0,2.43,0.0,-0.72,-10.53,-2.27,1.7,101428.5,6.65,12.5,-11.51,45.41,3.371610526365018,On time
28677,107.0,0.0,0.8,0.0,-5.99,-10.47,-10.06,-0.44,98520.65,1.38,0.0,-20.21,33.74,1.0421834188312644,On time
